followers,posts,likes,comments,shares,engagement_rate,is_influencer
61592,651,5650,733,3855,6.549075480347009,1
990227,49,37264,2921,4058,2.9759504251307,0
730391,32,90753,9898,4435,7.578414626493874,0
535173,261,49588,3498,3517,4.054461824295716,1
412916,964,17807,9316,2156,1.2529719369297376,0
409234,846,25712,4717,2877,7.404014479305676,0
130006,299,62915,4854,1067,9.1194298131299,0
96964,211,54826,1858,4437,3.6442447749468974,1
713421,164,27865,5473,3050,5.896528238220834,1
163394,576,90169,2513,3920,6.87824528071523,1
51073,115,90811,4960,1127,8.315235222221979,0
335794,269,1145,3515,4067,1.9799350728902287,1
990614,973,87499,9989,990,5.699783588011471,0
812428,209,74836,2316,3486,7.403633980399283,1
93290,847,86415,2014,4727,1.9912617369352492,1
498049,226,55651,2167,1425,4.724814717291016,0
463561,420,6242,3028,1457,4.6436208846883975,0
440520,568,13832,9335,3454,8.393452555891928,0
870518,891,64005,4231,1051,7.773064004522209,0
685609,126,90219,3148,2587,2.3192649532601752,1
253028,895,59328,7521,3257,2.329526726690716,0
743309,433,79821,9127,2242,7.233541294033399,0
127379,221,94359,0,4867,7.396124813985364,1
510364,164,74633,8268,871,1.78899872399379,0
726583,272,47852,7611,127,4.111803903886977,1
235733,516,1992,2628,105,8.257708623510064,1
415339,160,36890,6134,1406,0.7942065385438779,0
296239,221,94326,573,3794,3.7389456278532016,1
93971,201,29394,1548,3420,6.445410319383181,1
874590,890,49957,8377,2361,7.710867921869764,1
863253,764,83912,6045,3594,6.526578889131947,0
502843,107,65353,3492,1000,3.9752077301574698,0
978689,550,23880,8225,3431,9.919510967319315,0
615751,710,85520,7839,4479,0.41532358420473203,0
514036,181,79077,9812,4112,4.947558627463216,1
710244,380,28975,5689,1393,5.100550159626951,0
250668,718,61616,1896,1871,2.3979117379540984,0
6291,164,4010,2455,1089,5.587074126296901,0
435409,149,73811,9992,4981,2.200574071721435,0
639132,922,53510,5416,4166,4.434120663824598,0
790554,814,36088,5383,3132,4.3163427370468,0
530164,811,84425,1405,4539,7.731223562370481,1
244082,265,40596,4538,3016,9.425918858206922,0
468876,999,40653,1186,2530,2.0284325768115608,0
58147,685,32155,2139,3315,9.915172808387585,0
133895,655,6349,2678,3892,9.403164600730602,0
840084,873,23347,3794,2564,1.1265320016380098,1
627665,425,68598,2719,1393,9.123660356563017,1
913657,338,69388,8048,3092,5.645779296505648,0
714564,387,62241,4602,2745,8.789564074665988,1
444598,927,54142,4450,720,9.456352167154929,1
404603,275,13160,3957,4326,8.589072024723377,0
627987,550,81858,6069,3597,4.028775867536931,0
236427,148,65923,8679,4959,6.367591934695522,0
756140,869,46891,278,3765,4.6477031904654815,1
969679,971,72446,2591,3149,3.664479125863098,0
544268,833,15758,8841,3880,2.507099472414258,0
418440,606,2003,354,4658,4.415079309869951,0
270265,521,25607,2242,4864,8.059719252532728,1
986470,258,38513,4899,289,8.440226950824346,0
205562,872,90561,6236,4018,9.580055190877754,1
916378,835,69083,2480,394,2.906166524443401,0
253703,754,61781,557,375,6.503975054040193,1
930385,317,25672,3486,4877,6.937789481373989,0
738813,582,41819,161,2139,1.9133233403324956,1
84176,794,79992,6244,1974,3.6688191292411387,1
576097,228,65837,698,2458,3.4225685673201953,0
649320,807,31603,3544,4501,9.859099947402473,0
340765,770,86081,3777,2679,9.583785631215685,1
117440,593,58265,2205,3609,8.217678998449596,0
286241,302,40478,491,2200,4.728359552955891,1
3978,910,81714,1992,4396,2.6407181381644538,0
136404,419,83752,1032,412,9.159642424871613,0
348717,207,73778,3283,1378,2.6804360208463143,0
233389,89,7496,6016,1093,5.219430181588226,0
255652,394,86402,4919,4686,2.450725225765634,0
802521,146,28357,5974,710,9.712578926248671,1
390694,222,46252,8977,3450,0.4176160812703489,1
319948,848,31212,1833,3486,1.7434981824114582,1
721112,628,5887,991,4892,7.650492392402516,0
941988,969,83398,6984,3499,1.5144528678227132,1
978912,216,34856,6346,3227,9.793495436691186,0
473760,673,6040,1783,1611,3.213523148080114,0
579306,142,90072,5184,730,9.186461600582234,0
936652,956,13440,1184,609,6.622783012482931,1
128198,175,28371,1668,2340,6.341174892489528,1
772170,512,19724,6833,1467,9.153724488660473,0
266974,934,67879,5824,1558,5.132793322523276,0
908820,439,7188,571,2519,4.0077803088800765,0
331638,189,99542,4300,229,2.1762275540593237,0
388344,130,94632,3738,4452,1.4453619451042987,0
813430,183,59580,583,540,7.91768814469655,0
854508,340,45216,7323,2874,1.2793832532002414,0
162749,77,72392,8499,935,3.9401755224281065,1
30101,708,22044,8253,3092,4.092168296195567,0
501234,147,10620,7540,3646,6.644993783527191,0
241575,875,20723,5579,2692,2.7851450719189175,0
383299,909,41142,4570,4622,8.382289382098019,0
532341,317,41503,5691,3069,2.074841521610611,1
137742,339,89011,1959,4718,7.89148654932726,1
896426,247,30243,8030,2898,8.497591744214754,0
637854,539,32860,5126,3407,1.931806402405355,0
638939,85,67951,3762,4519,8.094158340268505,1
142353,956,4254,2786,1898,7.13740148203268,1
215730,160,76173,1542,3,8.743779051321303,0
54341,629,24510,1675,4564,5.099683171875333,1
69069,674,72052,33,4759,2.338565078712741,1
929260,325,69937,2799,3625,9.120397367289444,0
459291,46,32122,7496,2934,7.900436169083593,1
710781,973,59317,1855,4633,0.2098537189847638,0
454324,854,85209,6923,2407,9.394135862944825,0
328467,667,29653,2685,2567,9.485252586494328,0
878042,135,43336,1057,1096,3.553041307765137,0
347482,806,63328,6938,1985,0.10018257274248987,1
759740,629,20822,4501,3149,5.525373212100552,0
749218,295,72403,7597,1357,9.136757730943517,0
771532,249,46944,6571,78,1.244402835971109,0
411264,896,36002,4388,1574,5.905096872577219,1
708966,623,87917,6022,1605,7.317692802096527,0
797308,229,17517,2627,4251,1.3468986052387533,0
452291,16,77366,3820,4975,5.132734096514536,0
103591,225,10589,7247,2986,0.8880427383513201,1
244432,690,60117,3643,27,5.581261737339956,0
16171,595,59264,6191,1910,4.421156084090825,0
305348,302,34830,3762,4705,2.646980233043521,0
399382,548,59544,5987,1352,8.530805391802172,0
470118,798,4627,8798,3734,3.817894770241895,0
873226,493,66004,2355,418,6.998170781380837,1
831166,52,66880,1333,4117,7.90682667908688,1
782318,316,25454,4008,260,1.7862790041878374,1
997023,102,61806,2473,2107,1.1911350287365108,0
878683,592,71634,6143,2984,0.07835173112860194,0
390683,278,32229,3733,4291,3.0580788919959865,0
621909,630,21341,2086,904,8.15955682417861,0
782357,702,15375,3350,2226,7.727658286860162,1
781680,224,95642,8567,3853,8.718059410973979,1
720801,968,52497,1952,4420,7.606002032466281,1
570366,123,49740,3710,567,0.23991573455061976,0
815210,194,91441,1693,778,3.8551763894204747,1
733286,930,65627,8263,925,0.05927226931881302,0
677284,134,62515,1774,3238,0.3605101383793152,1
46832,114,1884,573,3479,4.785587304491311,0
633828,246,78968,6485,1615,3.600055438112589,0
762140,662,85041,4664,1849,5.585235092330675,0
591531,814,79738,5059,1943,0.6616094112496795,1
501144,167,75767,5362,2370,5.883001151396796,0
943552,483,40720,4066,41,0.6500236879837717,0
246701,917,9595,6471,3190,4.236842052422815,1
558103,514,85623,6113,4669,3.5235762899955847,0
822114,970,70018,8344,1820,2.2394794126074724,0
542777,283,34749,5374,440,3.119712677433898,0
381012,899,13918,8920,103,0.005241040704807576,0
785646,862,29984,9744,568,3.240935434929092,0
977738,126,15813,3663,456,0.7840834223625981,0
901126,895,4466,6694,310,9.213021727481411,0
320845,583,34999,6141,1907,0.7433288004684602,0
935455,545,58115,6286,1707,9.531058877156743,0
239047,69,87701,6160,3455,4.9142633474346376,0
706378,410,41164,9191,1691,5.1317315529329255,1
143524,883,78777,7142,4502,7.881257386811264,1
816067,837,78648,5021,2892,6.953797125684523,1
230355,786,90333,6870,580,2.370611228891958,1
100332,189,74919,6308,2015,0.25466349044062864,1
422149,241,19699,9326,4055,7.784492091546666,1
428797,485,11481,4742,2644,1.2974279922407228,1
774776,664,70711,3145,1860,5.983692285235367,0
432497,854,83518,8143,3684,9.42631773937779,1
905646,933,31334,2715,3875,5.494434898921994,0
677547,254,59252,8545,3291,2.8557325857777647,0
810385,602,83462,5393,3231,1.7880212231400328,1
952322,647,8333,9494,186,0.26949910868230287,1
418918,658,79996,4082,2943,6.232449421369398,0
269422,577,65625,3731,4027,5.5799906901136245,0
176638,222,94097,8701,1622,4.6172591541135075,0
60722,615,20790,1537,2511,1.937714290675011,1
281180,904,5490,8092,2377,2.3663186663555082,1
114031,468,48055,177,1890,9.585290030197319,0
680943,999,77240,2376,4585,0.20404088349534666,1
857676,813,98163,7738,279,3.6343466496281773,0
141548,137,17593,8992,854,0.38812504990441643,0
596142,961,37746,6831,397,1.9156933914646546,1
95805,226,35992,3243,4523,9.33136286760815,0
432843,720,37624,3666,3503,1.495627763326034,0
963945,29,89713,937,4470,6.007853084529618,0
908735,576,22623,3027,3871,3.4694507383470654,1
156826,767,91471,2020,3795,6.330481223434575,0
499113,772,148,7202,631,8.521428585391417,0
983255,69,15263,1974,3036,2.8654441037387954,0
807411,684,24449,9710,4792,0.7862313213447392,0
857878,723,89619,1258,927,2.04179891363218,1
193233,748,97138,7052,2027,4.390902134735414,1
299166,138,50577,3110,1665,5.150638620496791,0
981761,983,42314,9434,77,9.418952720779771,1
529741,566,13538,2753,4583,0.16101978328686872,1
839007,206,92517,5794,3241,7.576270731099868,0
582548,945,51787,2675,1061,0.7250973584868092,1
743077,501,67899,419,3361,0.7792210532703947,0
220973,687,65246,8844,4266,6.541322917798059,0
92862,513,27508,2871,4737,9.089325566760174,1
172777,256,68643,867,1699,2.876963341451504,0
974337,747,5628,8365,291,2.693061789154317,1
579317,801,66987,8004,580,6.1771182378593945,0
398393,269,41409,4732,4517,7.762808308635655,0
856397,356,15180,9751,4200,8.689591197249948,0
558240,206,12377,4127,879,2.4970614858497973,0
519431,116,43548,4592,1482,7.401991791010801,1
233509,790,55003,2242,2295,3.0721209049413254,0
726874,753,52100,2488,3444,5.448119202902253,1
646113,926,20319,1512,1129,1.90852471294084,0
211381,622,30685,5616,314,1.4600202408307372,1
390149,169,23214,2771,608,9.353035501338375,1
969588,431,52861,1643,3925,5.471992504045612,0
655247,616,96649,23,2992,0.04589546993055249,1
859142,937,83209,2337,2586,7.934365441146279,0
22796,216,49655,2943,2119,6.908701320313588,0
182420,322,97413,8022,377,3.2588280457749654,0
340557,441,57103,4726,133,4.639642824923234,0
514151,935,84067,1716,3245,4.498794973126158,0
185405,244,9657,7094,1816,2.7476969520852457,1
280866,336,4520,4133,4488,9.80557040097345,1
744451,943,36484,6529,3135,5.438850827298887,0
113761,488,29577,744,4510,8.97279440952669,1
604386,437,47599,4177,1136,5.853553856617431,0
249380,675,30558,8185,1751,6.901831235685057,0
859514,109,95205,5940,4961,0.2954244347708701,1
550546,247,93374,49,289,5.118185493943873,0
274850,116,1210,6812,1506,7.2127678288823915,1
816375,867,63807,6217,1338,1.2186303823803202,0
851756,373,73594,3049,2891,6.7832496253485175,1
809747,651,52972,5225,4973,0.8427222693333303,1
535640,820,43304,7868,1984,8.070229178088347,0
35497,502,98235,3889,751,9.77783840176275,0
338289,52,76999,7951,3589,6.267346011792528,0
701334,584,2843,9814,748,0.7707789278319088,0
885754,82,79871,9979,364,5.8675344949843105,0
908091,707,19834,7635,266,7.408630797975824,0
552516,638,93263,5775,4501,9.330959962247755,1
520896,313,52670,3355,3821,0.45458691805220774,0
902584,14,72180,9205,4234,7.750423088127309,0
9882,996,95775,8345,1188,1.3258170690357485,0
255962,597,85780,6261,3177,7.905863772293107,0
148340,812,83064,2314,3220,8.88710285872585,1
333990,358,52278,3456,2830,8.612428314330243,1
244180,409,40428,7408,4966,6.5287315745739,0
287607,604,65553,4266,702,5.007656288003105,1
77789,442,71535,8808,1698,8.745867124007209,1
86940,581,83576,3049,200,5.190712602536172,1
967818,116,77933,4643,4713,1.9011112797749186,0
797259,126,45386,5304,3798,9.428330321042349,1
208546,828,34055,1925,2013,3.7329065987691337,1
689422,392,16651,6845,4952,6.243490281584347,0
91690,868,33202,6810,3541,1.9914580799419024,0
925744,91,51187,2457,2009,1.1053963599156102,0
916175,836,35265,6882,3505,5.510384502187822,0
499364,841,39208,7820,3100,5.545945498335341,1
2585,882,38805,9803,4159,3.697423395011975,1
315676,662,40574,4241,3737,3.1173853264171827,0
404757,743,52360,3109,1711,3.7417348753493496,0
268571,419,99917,5245,4346,7.951455998625017,0
879715,79,44938,9819,1729,3.5773479192523316,0
606444,396,89084,7963,3350,9.213726736551695,0
246954,992,48524,4440,4134,1.1296246779108021,1
534321,533,47515,7610,68,9.315762948059138,1
687430,306,88383,1998,4372,6.895480055380526,1
637746,626,90852,1131,3191,3.443509254874102,1
916199,728,71231,1992,1109,0.06855223276326372,1
705464,74,79173,8047,3018,8.024316220114343,1
13199,584,79414,8705,2653,9.693274629715809,1
931280,187,4886,5040,340,9.824393609129366,1
679087,952,3771,712,420,4.234052102368495,1
528219,17,96183,214,2275,0.7050439553695387,0
81379,168,59070,5746,1918,3.1375378574224335,1
188265,20,38672,8795,472,3.0974023001343207,0
793131,794,46686,6981,2135,1.0238124194339648,0
452005,420,47193,3769,3421,5.247165975665746,0
255031,901,80630,4867,4962,6.045784784843784,0
480976,616,85432,8861,3028,7.288190783055959,0
159393,164,91210,1080,2087,0.5101374456562024,1
848464,215,44765,9617,3358,2.753973297858203,0
8636,124,46346,474,255,3.552035022727461,1
854828,388,93095,9323,3869,8.92241359672752,1
121249,608,24487,862,1443,9.013920115386014,1
903050,833,77111,9003,538,2.599718641195569,0
278133,718,83764,4272,3387,4.873310573970664,1
52086,359,3924,8678,1823,4.247563630983368,0
769901,107,48469,8883,857,5.26707577129492,0
759031,952,94633,3108,131,2.861147849475155,0
506174,28,45938,267,2915,4.6292164743716535,1
494691,322,96045,8976,4836,1.4537040924716482,1
299206,936,21265,3873,2586,7.095504493463056,1
735697,537,16918,6531,3374,3.697404704538627,0
456341,566,40345,2401,2031,5.424166929335922,0
555686,676,71266,4909,1925,6.046012175027106,1
857715,454,8476,2316,2001,8.36525696227777,0
890128,931,40755,8176,4377,0.8175936835006037,0
71774,240,10861,7609,2327,4.827401494521386,0
790266,678,61130,1201,3571,8.940720803034152,0
311347,634,91241,5186,3371,3.2979750949732756,0
308820,898,69677,276,3981,4.445261721105323,0
551518,368,40704,5327,665,0.8507439168912057,1
860084,392,62910,8498,1646,7.506733465584016,1
331608,521,29839,630,4566,0.8502157629926921,1
516329,53,57405,2585,4507,6.3097805570454515,1
94715,374,87781,6661,4608,3.742451066849124,1
416350,934,54353,7441,1163,3.381595180311608,1
232048,886,18767,7400,2925,5.855036935800771,0
795622,631,57554,1137,4514,5.676692357084226,0
90364,120,84367,6968,3998,4.054529783257275,1
660710,232,85189,1713,824,2.7834456784448545,1
821487,395,8568,9240,732,5.0816876001841225,0
700046,911,42145,9775,4486,2.671025994090208,0
869004,274,27855,3351,1587,1.02641328267279,1
160772,280,52650,8093,3664,7.991524473029122,1
73146,221,14379,6215,4756,7.023099111991376,0
108554,505,68383,9143,26,0.8435096272997544,1
947924,323,89578,1224,2670,1.6260560374667066,0
784653,779,23830,5445,883,1.0016667950145908,0
288321,396,24467,8224,126,7.9071022519949254,0
880818,256,58130,96,1479,7.728708631148434,1
433867,957,33500,4358,2328,4.08034620109873,1
208778,576,54215,3141,318,8.21400788476733,0
55339,830,61212,7980,2488,9.739589068041292,0
836714,359,23620,171,340,9.704670822542319,0
762708,81,45577,4853,4789,9.808574713461935,0
173142,305,59999,9092,4214,8.46384679890783,0
880115,222,24195,8933,4873,2.169879644989301,1
192775,304,44254,5431,4095,0.5741802659675721,0
364182,180,64383,7537,4480,8.116598756175836,1
681766,255,28222,8582,1605,3.0854374794625916,0
845441,150,4619,958,4181,3.377537676345362,1
526354,625,76039,4670,2408,0.729955992271295,1
202578,626,32287,8535,3053,7.147113344716919,0
316084,249,58928,3481,2839,4.307573930770894,0
262803,942,52158,1569,1108,2.042655042113204,0
575757,320,20428,7931,4454,6.524609638269185,1
902404,425,66746,8647,3204,9.798840619967645,0
679710,407,11606,5542,3212,4.984003113528136,0
226843,842,51138,8635,4542,6.063701979511983,1
398330,932,89393,3481,1925,1.628573530883206,1
898570,801,18132,7931,1078,1.6095728433259637,0
705559,892,81094,5693,4400,4.582414189137874,1
125648,890,49909,1417,1976,8.447603637974295,0
236514,31,66454,5856,2818,9.091500212508558,0
590421,87,25695,7676,4629,6.417516821859721,0
22245,822,8897,7011,2082,3.6051972085426454,0
512163,913,87974,6709,3560,7.500392962591053,1
109574,484,21313,670,2729,2.919403999443672,0
44266,716,68397,5413,1163,2.1955308426395526,0
877194,841,53646,6001,1014,7.954275473958895,1
758079,362,34575,2284,4736,7.51318009698282,0
931099,380,91511,5440,3444,8.821053867693976,1
94254,952,68185,8291,758,5.76483911052379,0
564506,30,4423,2787,3094,8.96714583053025,0
419359,516,42580,7857,4379,0.2647836412578175,0
702538,169,64806,407,112,2.5371585100004292,0
203772,753,35210,977,2420,8.04454532677424,0
492392,370,73175,5553,4292,4.236581932863203,0
533075,822,2595,8334,4988,2.3938905494120566,0
475676,565,87057,7452,821,7.961390745622716,0
983021,306,45974,8911,3639,8.222677220940822,0
570574,361,45132,9651,2445,4.562565803457983,0
263225,189,69611,8609,2199,4.665935443740562,1
528293,481,97777,9296,4286,7.809362341997911,0
74944,404,75177,544,1819,7.713309656055134,0
132406,622,85862,7153,276,8.66563937219613,0
124438,636,34539,6960,1266,6.455326083408336,1
77639,222,54827,7544,275,1.8589145970133836,1
59217,539,50169,6302,2911,5.497128036418299,0
632536,404,61568,5905,1330,3.823846623687701,1
635545,36,25094,8964,1893,0.27039114968128053,1
550457,948,84271,9885,2343,1.965028620730389,0
228102,879,42095,9260,3305,2.0557815556836276,0
110247,458,84692,4223,2388,0.8233648084541045,0
155524,447,99215,1573,592,4.533195984111992,1
944758,294,9007,4972,4978,5.080350913038747,0
201505,670,50125,3793,1387,3.4001181716042614,0
844542,806,42922,7519,3995,4.12359225651257,1
582541,658,60210,2653,1534,5.4949219244777625,0
464400,198,59754,540,4109,1.204834852375949,1
600498,711,13377,2211,1063,5.6228130746609315,1
870134,208,1800,9750,3105,7.099249899768133,1
93246,111,17192,8322,3904,8.747619949726861,0
676330,488,54590,5543,3305,3.01573707791841,0
398010,612,37901,3820,1903,7.474094619497796,1
554472,233,969,2231,3361,6.060208436160379,0
223167,526,36847,9017,854,5.027990318625831,0
999384,874,51031,2718,3504,9.195555459952288,0
374322,536,81137,7690,2895,6.200067286153485,1
563653,450,36087,1022,4050,3.6606942199879366,1
556505,526,37473,5354,3812,7.129329280352923,1
530339,925,39379,4226,1915,9.598769865262746,1
83662,239,30655,8888,2998,9.181783777986903,0
988584,878,15259,9229,1341,9.802698106659866,0
669235,858,65923,813,2687,0.9508342960846494,0
857323,123,45814,3837,1861,4.434436988370871,1
414208,525,68025,8850,2455,4.326892909759953,1
643247,193,52996,1083,3792,3.838115677102276,0
183734,734,68426,2974,2863,1.784909093423357,0
258962,768,45100,9375,3151,8.321990160420253,1
369733,43,99746,5566,3878,6.730787316757158,1
248135,305,66258,6681,3062,6.059904186578357,0
59475,462,8947,2624,1308,4.468531007614127,1
294218,717,35018,5505,1701,3.885220003458354,0
593340,514,65461,7549,4413,7.8646224531335704,0
547910,415,22510,2732,4505,5.268350927876572,0
243531,136,11207,1997,3213,6.076519412941468,1
902210,151,15073,9440,2018,1.0000321542162094,1
638995,973,78183,7675,246,4.714835242341192,1
199087,657,8190,7777,2224,1.3031501624369302,1
739234,137,36855,4343,2858,0.5383369934900983,0
93543,844,37846,8203,1367,6.892950178555438,0
566270,695,8142,3607,4359,2.7481373273599683,1
191141,934,92079,8928,4263,9.650536004979823,0
701438,739,52470,509,702,6.0549883708566545,0
643281,635,61805,9460,1923,6.451620315418209,1
445089,896,92412,6094,1550,1.9682289492333338,0
851230,359,79949,5745,1333,1.2888288661064984,0
715144,533,768,4816,1798,5.254084981163354,0
153908,472,27255,3042,3455,9.255611012114977,1
751142,253,41946,4910,3365,0.5574511450800712,1
519246,573,5557,6572,663,5.081717125487952,0
593371,195,43319,1058,2627,1.9871069980936051,1
104227,242,93156,4300,2084,7.819840857090786,0
815562,523,18691,9081,2935,6.819487502837443,1
771236,10,99693,5503,4642,0.9720650143776322,0
967479,248,54463,2952,4741,6.1633720629070945,1
853427,64,76309,5696,4973,9.836001441128031,1
330916,504,10263,7610,4768,5.281391260502578,0
415046,741,52142,2744,4467,2.8544887860639823,1
853548,625,78922,9700,4831,1.5213525218079404,0
146511,876,87917,7637,2149,9.896422493122316,1
136787,427,80794,3033,3426,5.638158489969356,0
682467,457,25993,6034,479,3.7469840035913937,1
747840,845,12324,9959,2957,2.143152001243881,0
44394,347,92981,9324,3730,9.501992162576267,0
880535,917,62432,1201,1350,6.270287085306175,1
301809,827,26162,248,4012,0.5766715146682733,1
249662,286,70203,8003,699,0.5944659811055053,1
522424,19,32383,5276,2647,9.394359177064453,1
164497,350,20786,8421,1721,7.100969317040807,0
454090,113,55357,2675,3159,1.0343026614625306,1
435648,354,75954,9476,333,6.237587430371217,1
656041,379,31259,2875,663,4.194314846416059,0
739138,986,48879,8512,778,7.887027791070516,1
962453,892,31651,7294,1223,2.73712758358726,1
871792,207,79591,27,3454,3.8284685093342707,1
471650,23,61080,509,3499,1.6739133043091559,0
756376,689,74659,640,2497,2.5249012625038034,1
509419,881,39756,3250,940,1.8915285454666186,1
499875,347,13755,3747,2633,0.24300062165865444,0
896321,551,75270,2719,1016,0.46166155323921876,1
215367,466,48704,3903,4600,8.356243119306034,0
351748,535,44666,5005,4533,8.0380397060064,0
397885,759,89123,9503,3721,1.4072236080817924,0
80918,445,39661,3336,5,6.6789525285109885,0
933940,375,77277,9682,2266,7.456442946922676,0
740670,410,19528,1418,3987,0.5127453988407116,1
692390,583,88802,7599,3792,0.8854350760148222,0
529926,491,23854,9650,512,5.6301769557680545,1
200474,119,81242,3459,4964,3.741504937604112,0
58000,415,62236,4904,3260,6.993912340204732,1
10251,318,42494,7312,974,5.576883310996656,1
403164,169,81412,7342,2816,0.3102160770597562,0
315791,853,60480,9529,976,6.836785448014185,1
875846,64,45802,5248,2733,2.0391799651757845,1
459939,770,19058,3081,620,3.1259984535366003,1
492022,985,70084,346,4650,7.363893264705185,0
240949,265,29502,116,4645,7.712534006662116,0
227519,543,62197,9612,3841,3.4581458977214288,1
784517,431,58204,3082,593,0.8922719134970791,0
320389,955,14263,1631,1419,7.696728385107727,0
413314,624,67088,1999,1942,8.70210186658791,0
401624,971,71550,8059,622,9.643121444887669,0
476431,822,13106,7269,3848,3.1782691114730985,1
332213,896,83312,8132,4529,1.238520852298255,1
594964,273,15396,6098,3919,9.376606339489891,0
851414,757,26455,8998,317,3.997656906859406,0
365490,842,54490,7003,2582,0.9353396291545368,0
355298,242,648,1691,1524,4.98780957395045,0
873622,689,93733,2704,892,1.905245290265395,1
577491,242,55546,5540,627,3.552786838876294,0
579905,526,64396,3435,4253,3.2035027795454973,0
359455,54,77145,8402,3021,9.87286867447736,1
893469,567,33588,9882,1454,6.395132485108767,1
605500,685,64202,1777,2771,4.918026804724494,0
256752,922,92128,3147,552,5.137524017055796,0
793437,690,81456,8057,3590,6.040886877310744,0
203478,935,21829,2499,4957,8.72754517947202,0
987944,445,49058,686,2505,1.4598228748084952,1
180307,344,73231,5066,2085,5.996330423480744,0
799405,413,84715,9121,675,3.221829042471702,0
834408,173,36984,9506,1593,5.714022088252031,0
462013,265,67670,2833,4397,5.177309453182019,1
977370,75,2177,9965,2682,0.29934180218033624,1
18804,950,18683,2245,3778,5.824646267915168,0
89613,781,55133,1185,3264,7.092138633046741,1
980440,955,97042,2464,1937,2.4599966817095167,0
310420,97,83303,8575,4993,1.068686597550419,1
25680,249,63276,1521,615,2.116444562248555,0
324111,320,11693,979,4227,6.3641286157739945,0
17862,580,4142,4177,1631,4.68792771769709,1
612726,691,44622,3610,944,8.653047284828054,1
236953,267,88564,7471,4980,2.8498841861894517,0
171625,567,91945,5700,3476,3.650979193882532,0
927388,523,65440,7573,470,5.280501222607286,1
200646,443,61291,1953,1955,4.600168486790064,1
61313,138,2472,5546,2396,5.477612898827365,1
165033,790,54646,9676,3906,3.12088340740687,0
818994,335,80836,883,2090,1.6667107634504896,1
682425,799,30549,4823,2823,8.033156490423751,0
688444,26,78554,123,2529,0.39295255581213717,0
377890,708,77934,525,4173,3.6970537749170473,0
314182,351,25826,2086,1059,0.8740188095081658,0
995841,847,68646,6411,646,7.363284263050493,1
939461,637,79142,6099,1353,3.6551314460159903,0
251982,780,8801,9568,2699,0.3004970292369702,0
593404,887,88491,4406,763,0.7587535977331417,0
93080,258,97347,4135,4071,1.985986157839137,1
505399,719,69310,8026,2326,7.869155321362512,0
587566,858,92358,4876,458,7.991884050823521,0
635837,748,258,8772,691,9.966125552840314,1
950958,186,6868,1993,2572,2.409232838169011,1
112937,764,6817,4525,2539,0.6043705302360558,1
841228,955,38512,8648,4169,2.831308276937845,1
667637,366,30856,9643,818,1.7881999748448596,0
237999,504,12092,203,4250,7.103879989153981,0
885956,44,58259,4213,518,9.69240387773468,1
591699,416,96636,5923,4470,2.7302502680833096,1
209262,977,53094,6365,3991,3.286330827811689,0
192141,656,82157,4992,342,3.5111617185036135,0
592020,827,36123,6206,4643,8.569537581006843,1
183933,19,58031,7501,2793,5.780188407359132,1
511635,995,73440,7459,3174,9.739763961037054,0
786488,704,88521,2192,4531,6.271621744785692,0
443703,723,54858,5049,443,7.058822039082193,1
435400,540,1158,2709,4574,0.891672042184859,0
810830,544,59473,9374,3704,9.5168035624424,0
605194,104,98898,2828,1900,6.28056490745133,0
29517,585,64720,9150,1517,5.2018066006960115,0
357539,938,18134,4074,4132,3.8740378406952845,1
198855,459,16786,5950,1556,0.7705001242247667,1
811996,229,90933,68,97,1.3334700517036957,0
913002,105,52990,1637,2861,0.11695196926140294,0
775005,874,75963,5663,1044,9.986924846668508,1
898986,786,51692,8393,467,7.862896224242424,0
532399,390,55030,8457,353,7.974519440782282,1
939477,678,10494,6251,71,7.300902381384468,0
625478,216,73026,3125,1375,4.841060420895753,0
132382,795,26273,7094,1075,0.8819719211559018,0
994800,859,94040,7505,1245,0.7226904139913881,1
674348,255,14760,6333,1023,9.16374236985588,1
154115,720,38302,238,1820,0.003144519538466062,0
971638,983,70822,5046,989,6.99102858920885,0
353624,806,67149,8017,4555,6.285784155296081,0
102850,519,45540,290,2548,5.012253451433124,0
973830,893,88499,6464,4812,9.749505870371957,1
394018,92,32430,1808,4462,1.9812835496199332,0
760015,326,38419,954,3721,7.85286450874341,0
90937,654,3552,7032,3107,6.748391917161049,0
673741,114,59571,1930,4702,9.744317972311523,0
820696,379,23622,6989,2575,9.340718261923627,1
678429,758,48829,8475,3046,1.2857128017681263,1
509867,590,4996,8998,748,3.0771646411357123,0
175036,705,34232,7779,1699,8.508001209548206,0
723094,639,62083,5130,601,2.286605050834324,1
634129,189,54034,6585,4715,3.785395476997311,1
269054,792,39379,2676,254,6.259638666583891,1
72020,611,31002,3571,2977,5.629139277906799,0
440381,609,35868,3759,2724,6.406065598063914,0
198184,92,69649,9810,835,7.134881644373749,0
249920,541,26532,5121,1850,7.287699904132824,0
820253,628,36861,9000,4764,7.375575968218767,0
377437,850,73660,3786,3102,9.916767800559539,1
962896,510,21235,941,3649,3.5658727163080526,1
442819,357,90798,8231,2533,0.44186361716020306,1
656353,281,3579,1338,2306,3.4886201437907207,0
296140,340,57944,4652,4348,9.115759289648476,0
354034,619,25619,1321,493,0.8338888564098568,1
621053,930,21829,1654,3305,6.469422171906784,1
263069,753,75107,3068,1130,4.2316143260453,1
209630,896,20912,4738,4431,9.215728342660055,1
